id_transaction,date,categorie,prix_unitaire,quantite,age_client,sexe_client,ville,canal_acquisition,note_produit,temps_sur_page_sec,saison,montant_total,panier_moyen,est_client_fidele
255,2024-12-31,Sport,161.74,2,50,M,Nice,Instagram,2.9,78,Printemps,335.03,310.6,1
256,2024-12-31,Mode,33.65,3,36,M,Bordeaux,Email,5.0,164,Printemps,103.52,92.89,0
257,2024-12-31,Électronique,621.82,2,25,M,Toulouse,Instagram,4.7,59,Printemps,1311.93,1271.53,1
258,2024-12-31,Mode,81.39,2,34,F,Paris,Email,3.8,71,Printemps,154.06,153.71,0
259,2024-12-31,Mode,117.65,2,25,M,Nice,Instagram,4.0,219,Printemps,241.61,206.61,1
260,2024-12-31,Sport,53.21,6,53,M,Nice,Instagram,3.8,92,Printemps,328.08,280.73,0
261,2024-12-31,Électronique,685.03,2,44,M,Nantes,Instagram,4.3,56,Printemps,1412.35,1381.59,1
262,2024-12-31,Sport,129.21,1,41,M,Nantes,SEO,2.9,48,Printemps,131.65,122.9,0
263,2024-12-31,Maison,180.43,1,49,M,Lyon,Email,4.7,94,Printemps,170.39,167.39,0
264,2024-12-31,Électronique,861.08,1,18,M,Toulouse,Direct,4.2,156,Printemps,932.42,889.72,1
265,2024-12-31,Livres,31.22,3,42,M,Lyon,Direct,3.5,25,Printemps,102.59,94.44,0
266,2024-12-31,Mode,36.59,1,19,F,Lille,Email,3.3,63,Printemps,37.98,33.2,0
267,2024-12-31,Mode,78.43,2,34,F,Toulouse,Google_Ads,4.7,133,Printemps,155.11,140.91,0
268,2024-12-31,Mode,71.3,2,31,F,Nice,Google_Ads,3.6,102,Printemps,143.66,139.07,1
269,2024-12-31,Sport,82.04,1,42,F,Bordeaux,Google_Ads,3.0,107,Printemps,75.62,66.93,0
270,2024-12-31,Mode,76.51,1,37,F,Paris,Instagram,3.4,56,Printemps,74.42,71.2,0
271,2024-12-31,Électronique,484.33,4,51,M,Paris,Instagram,4.6,105,Printemps,2121.81,1882.26,1
272,2024-12-31,Électronique,516.83,1,27,F,Nice,Facebook,2.0,141,Printemps,521.76,479.77,1
273,2024-12-31,Mode,127.98,2,43,M,Paris,Email,3.4,68,Printemps,259.06,223.52,0
274,2024-12-31,Sport,53.8,6,36,M,Lille,Google_Ads,5.0,105,Printemps,352.11,323.33,1
275,2024-12-31,Mode,122.42,4,18,F,Lille,Google_Ads,3.6,119,Printemps,527.51,496.86,1
276,2024-12-31,Électronique,549.16,1,23,F,Nantes,Facebook,4.1,61,Printemps,556.71,520.24,1
277,2024-12-31,Électronique,646.03,3,33,F,Bordeaux,Google_Ads,5.0,48,Printemps,1848.54,1683.96,1
278,2024-12-31,Mode,113.44,3,48,M,Paris,Direct,4.8,72,Printemps,314.25,284.54,1
279,2024-12-31,Livres,18.73,3,40,M,Paris,SEO,3.3,119,Printemps,60.28,53.73,0
280,2024-12-31,Mode,74.47,2,20,F,Nantes,Email,3.7,59,Printemps,161.45,155.81,0
281,2024-12-31,Livres,20.06,4,33,M,Bordeaux,Facebook,4.8,52,Printemps,80.14,77.52,0
282,2024-12-31,Mode,69.04,1,59,M,Toulouse,Facebook,4.8,150,Printemps,63.44,58.52,0
283,2024-12-31,Électronique,849.73,1,36,F,Bordeaux,Email,3.7,52,Printemps,867.78,787.41,1
284,2024-12-31,Sport,148.19,1,31,M,Bordeaux,Instagram,3.7,287,Printemps,144.26,136.41,1
285,2024-12-31,Mode,43.13,1,40,M,Nice,Instagram,4.1,170,Printemps,40.18,37.51,0
286,2024-12-31,Maison,79.46,4,44,F,Lyon,Facebook,5.0,240,Printemps,344.49,327.3,0
287,2024-12-31,Livres,20.55,3,29,M,Bordeaux,SEO,5.0,111,Printemps,58.44,52.36,0
288,2024-12-31,Électronique,291.59,5,41,F,Marseille,Facebook,4.6,63,Printemps,1519.54,1471.3,1
289,2024-12-31,Électronique,642.89,4,31,F,Lille,Instagram,2.6,153,Printemps,2535.23,2275.4,1
290,2024-12-31,Maison,85.86,1,43,F,Bordeaux,Email,3.5,44,Printemps,91.5,83.52,0
291,2024-12-31,Mode,83.43,1,37,M,Lyon,SEO,3.6,31,Printemps,86.78,75.49,0
292,2024-12-31,Électronique,229.87,3,40,M,Nice,Facebook,5.0,129,Printemps,637.65,623.81,1
293,2024-12-31,Électronique,438.7,1,25,F,Nice,Email,3.5,40,Printemps,434.28,411.11,1
294,2024-12-31,Électronique,682.1,5,25,F,Toulouse,Email,5.0,96,Printemps,3246.67,2874.25,1
295,2024-12-31,Sport,104.21,3,46,F,Marseille,Google_Ads,3.2,79,Printemps,326.0,318.75,1
296,2024-12-31,Électronique,885.33,2,34,M,Lyon,Facebook,3.3,140,Printemps,1786.49,1707.38,1
297,2024-12-31,Mode,117.73,3,38,F,Lyon,Instagram,4.3,46,Printemps,341.89,313.28,0
298,2024-12-31,Maison,124.63,1,31,M,Nantes,Instagram,5.0,42,Printemps,120.38,120.2,0
299,2024-12-31,Mode,36.93,2,45,M,Lyon,SEO,3.6,78,Printemps,68.17,61.4,0
300,2024-12-31,Électronique,795.8,1,27,M,Lyon,Google_Ads,1.0,18,Printemps,750.25,648.92,1
301,2024-12-31,Sport,158.68,2,33,F,Paris,Instagram,2.1,93,Printemps,330.91,317.68,0
302,2024-12-31,Électronique,778.92,2,44,F,Lille,Google_Ads,4.1,107,Printemps,1592.09,1534.07,1
303,2024-12-31,Sport,58.81,1,49,F,Nantes,Instagram,2.2,90,Printemps,57.12,49.05,0
304,2024-12-31,Sport,169.73,1,28,M,Nantes,Facebook,2.8,71,Printemps,181.14,176.24,0
305,2024-12-31,Mode,57.71,2,58,M,Paris,Facebook,3.8,252,Printemps,115.06,111.2,0
306,2024-12-31,Mode,103.11,1,38,M,Marseille,Google_Ads,1.1,88,Printemps,109.18,108.03,0
307,2024-12-31,Mode,121.03,1,22,F,Paris,Instagram,3.4,133,Printemps,127.84,110.94,1
308,2024-12-31,Mode,55.48,1,39,M,Nantes,Instagram,2.5,56,Printemps,59.34,55.79,0
309,2024-12-31,Sport,158.3,1,30,F,Marseille,SEO,2.2,68,Printemps,169.38,149.55,0
310,2024-12-31,Sport,81.96,2,40,F,Nantes,SEO,2.9,49,Printemps,169.79,154.49,0
311,2024-12-31,Mode,127.7,1,34,M,Bordeaux,Facebook,2.6,87,Printemps,134.07,119.29,0
312,2024-12-31,Maison,110.63,1,35,F,Marseille,SEO,4.3,57,Printemps,116.75,107.11,0
313,2024-12-31,Livres,34.74,1,24,M,Nantes,SEO,5.0,156,Printemps,32.44,28.13,0
314,2024-12-31,Livres,10.45,1,46,M,Paris,Email,3.4,86,Printemps,10.03,8.98,0
315,2024-12-31,Mode,101.65,1,21,M,Nantes,Facebook,3.1,21,Printemps,93.61,80.56,0
316,2024-12-31,Mode,84.38,2,21,F,Paris,SEO,3.3,49,Printemps,158.28,146.21,0
317,2024-12-31,Mode,79.09,2,39,F,Marseille,SEO,2.6,181,Printemps,166.99,149.37,0
318,2024-12-31,Livres,15.03,3,54,F,Paris,SEO,2.4,185,Printemps,49.14,46.12,0
319,2024-12-31,Électronique,701.28,2,30,F,Marseille,Facebook,2.0,106,Printemps,1451.26,1332.94,1
320,2024-12-31,Maison,94.35,2,43,M,Lyon,Google_Ads,2.3,69,Printemps,203.26,180.21,0
321,2024-12-31,Mode,86.4,2,47,M,Lille,Facebook,5.0,208,Printemps,166.51,144.11,0
322,2024-12-31,Mode,57.19,4,44,F,Toulouse,SEO,3.0,77,Printemps,244.59,235.54,0
323,2024-12-31,Mode,125.67,1,31,M,Marseille,Facebook,1.0,134,Printemps,121.62,114.93,0
324,2024-12-31,Livres,9.77,4,21,M,Toulouse,Instagram,3.2,92,Printemps,42.17,36.06,1
325,2024-12-31,Électronique,359.82,1,18,F,Nice,Facebook,2.1,64,Printemps,381.26,380.66,0
326,2024-12-31,Maison,103.62,4,31,F,Toulouse,Google_Ads,3.9,141,Printemps,454.55,430.17,1
327,2024-12-31,Électronique,504.5,1,49,F,Lyon,Instagram,3.7,48,Printemps,537.52,473.59,1
328,2024-12-31,Électronique,382.09,2,21,M,Lyon,SEO,3.9,55,Printemps,748.63,730.72,1
329,2024-12-31,Mode,80.41,2,43,F,Lyon,Email,3.8,39,Printemps,148.27,145.65,0
330,2024-12-31,Mode,117.57,2,23,M,Toulouse,Instagram,3.4,114,Printemps,252.73,236.57,1
331,2024-12-31,Mode,101.93,1,36,F,Lyon,Instagram,2.2,74,Printemps,103.38,101.6,0
332,2024-12-31,Mode,89.05,1,43,M,Marseille,Google_Ads,3.7,402,Printemps,95.42,81.53,1
333,2024-12-31,Électronique,285.08,2,27,F,Toulouse,Google_Ads,4.9,134,Printemps,557.28,552.7,1
334,2024-12-31,Mode,100.16,2,37,M,Toulouse,Google_Ads,5.0,82,Printemps,181.46,155.79,1
335,2024-12-31,Livres,13.49,1,30,M,Nice,SEO,3.5,81,Printemps,12.29,11.63,0
336,2024-12-31,Livres,30.23,2,43,F,Paris,Instagram,3.7,103,Printemps,62.53,56.39,0
337,2024-12-31,Mode,56.88,1,37,M,Lyon,SEO,4.4,67,Printemps,52.49,44.93,0
338,2024-12-31,Maison,135.07,4,35,M,Bordeaux,Facebook,5.0,29,Printemps,566.8,560.79,1
339,2024-12-31,Livres,18.46,2,53,M,Lyon,Instagram,3.3,38,Printemps,36.33,31.62,0
340,2024-12-31,Électronique,804.7,1,42,F,Nice,Google_Ads,4.6,73,Printemps,814.86,796.98,1
341,2024-12-31,Sport,58.63,1,26,F,Paris,SEO,2.9,32,Printemps,62.17,55.92,0
342,2024-12-31,Livres,24.27,2,33,M,Paris,SEO,4.2,94,Printemps,46.15,44.36,1
343,2024-12-31,Électronique,320.89,1,34,M,Lille,Instagram,4.9,180,Printemps,315.3,280.03,1
344,2024-12-31,Électronique,700.74,1,35,F,Lille,Direct,2.4,48,Printemps,732.91,687.11,1
345,2024-12-31,Livres,33.44,1,65,M,Toulouse,Email,3.2,65,Printemps,36.24,35.15,1
346,2024-12-31,Mode,74.87,1,39,F,Lyon,Direct,4.9,91,Printemps,71.73,67.07,0
347,2024-12-31,Électronique,554.46,1,18,M,Lyon,Instagram,4.5,80,Printemps,568.07,508.98,1
348,2024-12-31,Mode,122.92,2,28,F,Nantes,SEO,4.9,100,Printemps,268.03,237.21,0
349,2024-12-31,Mode,83.3,3,18,F,Toulouse,Instagram,4.7,31,Printemps,257.33,225.48,1
350,2024-12-31,Maison,147.77,7,31,F,Nantes,Google_Ads,3.4,168,Printemps,1115.63,1088.66,1
351,2024-12-31,Maison,164.1,1,18,F,Lille,SEO,5.0,87,Printemps,178.53,168.11,0
352,2024-12-31,Livres,27.61,3,24,M,Lyon,Instagram,4.0,53,Printemps,89.94,83.31,0
353,2024-12-31,Mode,42.92,1,18,M,Nantes,SEO,1.0,80,Printemps,45.14,40.06,0
354,2024-12-31,Mode,112.56,1,39,F,Bordeaux,Facebook,3.5,154,Printemps,113.73,104.07,0
355,2024-12-31,Mode,74.96,1,35,F,Marseille,Instagram,3.3,45,Printemps,68.92,64.99,0
356,2024-12-31,Mode,39.55,2,38,M,Lille,SEO,4.7,120,Printemps,74.72,64.32,0
357,2024-12-31,Électronique,755.67,1,33,F,Lille,Instagram,3.3,183,Printemps,718.76,649.84,1
358,2024-12-31,Livres,19.18,4,18,F,Paris,Instagram,5.0,215,Printemps,69.55,61.62,0
359,2024-12-31,Sport,55.3,1,41,M,Lyon,Facebook,4.4,150,Printemps,50.89,48.2,1
360,2024-12-31,Mode,94.29,2,58,M,Lille,Google_Ads,2.7,57,Printemps,180.85,170.16,0
361,2024-12-31,Maison,218.42,3,39,M,Lille,SEO,3.6,47,Printemps,601.64,538.41,1
362,2024-12-31,Électronique,824.23,3,29,F,Nice,Google_Ads,2.9,50,Printemps,2309.27,1977.3,1
363,2024-12-31,Mode,125.87,1,18,M,Nantes,SEO,4.0,194,Printemps,114.65,100.6,0
364,2024-12-31,Maison,216.19,2,24,M,Bordeaux,Instagram,2.9,116,Printemps,425.16,371.59,0
365,2024-12-31,Mode,32.71,1,40,F,Toulouse,Facebook,3.9,146,Printemps,34.81,32.56,0
366,2024-12-31,Livres,19.27,1,47,M,Lyon,Direct,3.5,85,Printemps,20.47,17.92,1
367,2024-12-31,Maison,207.34,3,38,M,Nice,Facebook,3.6,30,Printemps,672.38,620.17,1
368,2024-12-31,Mode,68.21,1,44,F,Marseille,SEO,5.0,122,Printemps,71.56,67.42,1
369,2024-12-31,Sport,119.2,1,43,F,Bordeaux,Facebook,3.4,50,Printemps,113.11,111.06,0
370,2024-12-31,Électronique,634.26,1,41,M,Marseille,Instagram,1.7,134,Printemps,659.94,585.2,0
371,2024-12-31,Mode,68.09,3,27,F,Paris,Facebook,4.9,60,Printemps,214.64,188.43,0
372,2024-12-31,Mode,120.69,1,37,F,Lille,SEO,4.9,112,Printemps,121.73,106.63,0
373,2024-12-31,Mode,81.56,1,24,F,Nantes,Facebook,1.6,103,Printemps,86.57,78.27,0
374,2024-12-31,Sport,101.76,1,35,F,Bordeaux,SEO,3.0,382,Printemps,93.03,88.14,1
375,2024-12-31,Mode,129.76,2,38,F,Nice,Google_Ads,4.3,89,Printemps,264.43,251.42,0
376,2024-12-31,Sport,105.42,3,55,M,Marseille,Facebook,4.4,92,Printemps,314.99,277.71,0
377,2024-12-31,Maison,92.11,2,19,F,Lyon,SEO,3.8,167,Printemps,195.47,170.0,0
378,2024-12-31,Mode,82.52,1,40,M,Paris,Email,3.8,79,Printemps,76.38,70.07,0
379,2024-12-31,Sport,146.29,3,52,F,Nice,Facebook,2.8,63,Printemps,413.64,360.35,1
380,2024-12-31,Électronique,749.38,1,44,F,Toulouse,Instagram,1.2,45,Printemps,758.18,736.9,1
381,2024-12-31,Électronique,757.29,1,44,F,Paris,SEO,5.0,105,Printemps,825.03,711.65,1
382,2024-12-31,Mode,101.53,1,42,F,Lille,Facebook,2.7,58,Printemps,93.07,89.61,0
383,2024-12-31,Mode,57.29,4,50,F,Lille,Instagram,4.0,203,Printemps,240.3,205.79,1
384,2024-12-31,Électronique,806.91,1,21,M,Marseille,Email,3.6,139,Printemps,759.36,737.38,1
385,2024-12-31,Maison,220.82,1,18,M,Marseille,SEO,4.8,108,Printemps,203.39,192.02,0
386,2024-12-31,Mode,51.43,1,34,F,Paris,SEO,3.9,94,Printemps,50.35,45.23,0
387,2024-12-31,Mode,45.22,1,18,F,Marseille,Email,4.0,59,Printemps,45.97,41.87,0
388,2024-12-31,Livres,35.34,1,49,F,Lille,Direct,1.0,64,Printemps,37.65,35.81,0
389,2024-12-31,Maison,216.3,3,49,M,Paris,SEO,2.9,75,Printemps,666.38,584.97,1
390,2024-12-31,Sport,156.39,1,29,M,Paris,Google_Ads,4.6,276,Printemps,156.13,153.56,1
391,2024-12-31,Électronique,823.3,3,30,F,Toulouse,Instagram,4.5,84,Printemps,2364.04,2180.66,1
392,2024-12-31,Maison,157.5,1,34,F,Lyon,Google_Ads,2.8,110,Printemps,150.97,145.54,0
393,2024-12-31,Sport,124.92,2,35,M,Lyon,Email,2.1,106,Printemps,263.35,243.87,0
394,2024-12-31,Maison,158.17,1,36,F,Marseille,SEO,3.9,51,Printemps,145.96,133.97,0
395,2024-12-31,Maison,69.22,2,41,M,Nice,Instagram,1.0,58,Printemps,128.65,118.41,0
396,2024-12-31,Mode,105.19,1,32,F,Marseille,SEO,2.5,123,Printemps,109.81,99.32,0
397,2024-12-31,Électronique,566.1,1,46,M,Nice,SEO,5.0,53,Printemps,618.3,593.51,1
398,2024-12-31,Mode,95.65,1,40,M,Lille,SEO,5.0,328,Printemps,88.39,86.35,1
399,2024-12-31,Mode,81.51,2,27,M,Nice,Google_Ads,4.3,102,Printemps,166.58,162.94,0
400,2024-12-31,Sport,105.21,2,51,M,Lille,Instagram,4.1,66,Printemps,199.44,173.14,0
401,2024-12-31,Électronique,340.96,1,18,F,Lyon,Facebook,1.7,34,Printemps,308.62,297.57,0
402,2024-12-31,Livres,16.53,1,33,F,Paris,Google_Ads,3.0,206,Printemps,17.62,15.51,0
403,2024-12-31,Livres,13.29,3,46,F,Bordeaux,Facebook,3.5,78,Printemps,39.94,34.02,0
404,2024-12-31,Électronique,357.07,3,26,M,Nantes,Instagram,3.0,111,Printemps,969.22,863.88,1
405,2024-12-31,Mode,127.37,2,38,M,Nantes,SEO,3.4,44,Printemps,274.88,245.72,0
406,2024-12-31,Sport,62.02,4,41,F,Toulouse,Facebook,5.0,66,Printemps,249.86,242.73,0
407,2024-12-31,Livres,16.27,1,24,F,Bordeaux,SEO,3.2,152,Printemps,17.04,16.38,0
408,2024-12-31,Mode,90.08,4,34,M,Nice,Google_Ads,3.4,211,Printemps,354.82,306.1,1
409,2024-12-31,Mode,91.99,3,33,M,Toulouse,Instagram,4.6,57,Printemps,258.58,232.44,1
410,2024-12-31,Mode,47.51,4,28,M,Marseille,Google_Ads,2.2,100,Printemps,188.74,167.54,0
411,2024-12-31,Maison,202.87,1,62,F,Nantes,Facebook,2.9,107,Printemps,194.25,182.47,0
412,2024-12-31,Mode,109.06,2,25,F,Toulouse,Facebook,3.0,149,Printemps,209.25,194.86,0
413,2024-12-31,Maison,102.72,1,47,F,Nantes,Instagram,3.9,125,Printemps,105.67,100.58,1
414,2024-12-31,Électronique,419.85,3,30,M,Bordeaux,Instagram,3.4,132,Printemps,1157.29,1141.8,1
415,2024-12-31,Électronique,858.14,2,21,M,Toulouse,Email,3.5,29,Printemps,1680.93,1534.96,1
416,2024-12-31,Mode,113.0,2,36,M,Bordeaux,SEO,3.1,107,Printemps,228.11,216.34,0
417,2024-12-31,Mode,100.54,2,42,M,Lyon,SEO,2.6,37,Printemps,209.51,206.94,0
418,2024-12-31,Mode,40.52,1,46,M,Paris,Facebook,4.5,115,Printemps,41.59,38.74,0
419,2024-12-31,Mode,73.28,1,53,M,Lille,Google_Ads,3.4,169,Printemps,78.94,70.75,1
420,2024-12-31,Mode,87.03,2,70,M,Nice,Instagram,4.5,110,Printemps,191.21,174.08,0
421,2024-12-31,Électronique,351.5,2,38,M,Lyon,Google_Ads,2.6,123,Printemps,764.51,736.37,1
422,2024-12-31,Mode,76.2,1,27,F,Nantes,Facebook,3.1,147,Printemps,80.23,76.86,0
423,2024-12-31,Livres,25.23,1,40,M,Lille,SEO,3.6,145,Printemps,26.17,25.18,0
424,2024-12-31,Mode,64.42,1,31,F,Lyon,Facebook,3.7,107,Printemps,58.43,56.18,0
425,2024-12-31,Mode,108.64,1,46,F,Lyon,Google_Ads,4.6,122,Printemps,109.37,108.07,0
426,2024-12-31,Maison,211.28,3,19,M,Bordeaux,Direct,3.3,164,Printemps,654.6,631.42,0
427,2024-12-31,Livres,17.74,1,63,M,Lille,SEO,4.6,351,Printemps,17.43,17.05,1
428,2024-12-31,Électronique,791.09,1,45,M,Lyon,Google_Ads,4.2,59,Printemps,772.87,723.45,1
429,2024-12-31,Maison,78.64,1,18,F,Bordeaux,Instagram,3.7,68,Printemps,79.31,75.08,0
430,2024-12-31,Maison,210.79,2,26,M,Marseille,SEO,2.8,136,Printemps,455.87,453.66,1
431,2024-12-31,Maison,87.5,6,44,M,Lille,Facebook,4.6,283,Printemps,499.87,490.14,1
432,2024-12-31,Électronique,280.98,3,49,F,Nice,SEO,2.8,35,Printemps,825.91,798.33,1
433,2024-12-31,Maison,175.52,1,19,M,Toulouse,Instagram,3.8,42,Printemps,180.89,172.36,0
434,2024-12-31,Électronique,543.56,1,43,F,Lyon,Instagram,3.7,95,Printemps,509.42,460.41,1
435,2024-12-31,Maison,223.42,1,18,F,Nantes,Instagram,3.6,152,Printemps,238.39,222.23,0
436,2024-12-31,Maison,125.37,3,33,M,Marseille,Facebook,3.4,92,Printemps,388.61,333.54,0
437,2024-12-31,Électronique,418.83,4,48,F,Bordeaux,Instagram,2.9,95,Printemps,1625.81,1483.43,1
438,2024-12-31,Sport,106.34,2,28,F,Lyon,Facebook,2.0,45,Printemps,222.14,192.55,1
439,2024-12-31,Électronique,532.76,1,18,F,Nantes,Instagram,5.0,101,Printemps,509.25,488.52,0
440,2024-12-31,Sport,86.41,3,36,F,Bordeaux,Facebook,3.3,61,Printemps,273.47,269.06,0
441,2024-12-31,Mode,100.14,1,27,F,Bordeaux,Email,3.7,110,Printemps,91.54,80.2,0
442,2024-12-31,Électronique,737.7,1,42,F,Toulouse,Instagram,3.7,80,Printemps,726.9,644.65,1
443,2024-12-31,Électronique,800.76,3,24,F,Nantes,Facebook,5.0,63,Printemps,2287.77,2238.69,1
444,2024-12-31,Livres,35.27,3,25,F,Bordeaux,Facebook,5.0,251,Printemps,112.5,105.51,0
445,2024-12-31,Électronique,404.99,2,18,F,Lille,Facebook,4.0,141,Printemps,850.93,798.38,1
446,2024-12-31,Électronique,708.36,1,37,F,Toulouse,Instagram,3.6,110,Printemps,756.8,707.17,1
447,2024-12-31,Mode,70.94,2,33,M,Marseille,Facebook,2.6,53,Printemps,146.18,129.04,0
448,2024-12-31,Maison,181.87,1,20,M,Toulouse,SEO,2.2,117,Printemps,192.62,170.75,0
449,2024-12-31,Mode,78.91,2,37,F,Marseille,Instagram,1.8,42,Printemps,155.88,154.71,1
450,2024-12-31,Électronique,895.8,1,47,M,Paris,Facebook,2.9,53,Printemps,927.7,889.22,0
451,2024-12-31,Mode,103.57,3,32,M,Toulouse,SEO,1.5,71,Printemps,281.57,243.15,0
452,2024-12-31,Électronique,867.93,2,38,M,Toulouse,Facebook,5.0,111,Printemps,1868.04,1650.3,1
453,2024-12-31,Électronique,788.6,4,38,F,Nice,Google_Ads,4.3,73,Printemps,3270.99,3088.03,1
454,2024-12-31,Mode,120.53,2,20,M,Lyon,Google_Ads,3.5,37,Printemps,258.72,230.91,0
455,2024-12-31,Maison,206.6,3,59,F,Toulouse,SEO,5.0,86,Printemps,653.36,580.03,1
456,2024-12-31,Électronique,534.93,3,29,F,Bordeaux,Direct,2.6,187,Printemps,1536.23,1352.43,1
457,2024-12-31,Mode,57.05,1,42,F,Nice,Facebook,2.9,30,Printemps,54.46,47.81,0
458,2024-12-31,Mode,68.61,2,44,F,Lyon,Instagram,1.7,101,Printemps,145.44,137.0,0
459,2024-12-31,Livres,9.55,5,33,M,Nice,Instagram,4.7,89,Printemps,44.72,44.09,0
460,2024-12-31,Livres,23.15,1,42,M,Nice,Facebook,2.9,39,Printemps,21.35,19.3,0
461,2024-12-31,Sport,106.89,2,37,M,Marseille,Email,3.8,193,Printemps,193.05,167.61,0
462,2024-12-31,Électronique,579.54,3,18,F,Marseille,Facebook,4.9,69,Printemps,1668.54,1449.37,1
463,2024-12-31,Électronique,882.47,2,31,F,Bordeaux,Google_Ads,5.0,262,Printemps,1623.49,1607.34,1
464,2024-12-31,Mode,121.37,3,27,F,Lille,Instagram,3.8,104,Printemps,386.07,358.78,1
465,2024-12-31,Mode,48.27,1,29,F,Nantes,Instagram,4.2,115,Printemps,48.12,44.27,0
466,2024-12-31,Mode,68.47,3,19,M,Bordeaux,Instagram,2.8,72,Printemps,195.23,192.03,0
467,2024-12-31,Sport,96.55,3,48,M,Bordeaux,Google_Ads,5.0,186,Printemps,295.58,273.72,1
468,2024-12-31,Sport,88.47,1,54,M,Paris,Instagram,3.6,83,Printemps,80.87,74.57,0
469,2024-12-31,Sport,144.31,1,46,M,Nantes,SEO,3.9,175,Printemps,150.83,149.17,0
470,2024-12-31,Mode,83.59,1,50,F,Nice,Instagram,3.4,108,Printemps,83.62,77.03,0
471,2024-12-31,Maison,162.98,3,30,F,Nice,Email,5.0,87,Printemps,440.67,400.42,1
472,2024-12-31,Mode,115.67,1,27,F,Toulouse,Google_Ads,4.0,35,Printemps,111.49,104.49,0
473,2024-12-31,Électronique,769.0,2,25,F,Nice,Instagram,4.6,217,Printemps,1614.96,1609.45,1
474,2024-12-31,Maison,83.8,3,42,M,Lille,Email,4.2,105,Printemps,235.71,234.43,1
475,2024-12-31,Électronique,706.89,1,37,F,Nice,SEO,3.6,64,Printemps,772.19,746.2,1
476,2024-12-31,Mode,74.96,1,34,F,Lyon,SEO,4.8,154,Printemps,80.9,74.82,0
477,2024-12-31,Mode,61.23,1,50,M,Nantes,SEO,4.2,117,Printemps,64.64,63.49,0
478,2024-12-31,Maison,69.0,1,39,M,Lille,SEO,2.7,101,Printemps,63.19,57.68,0
479,2024-12-31,Sport,104.62,1,24,F,Bordeaux,SEO,2.7,342,Printemps,101.57,96.08,0
480,2024-12-31,Mode,67.16,2,26,M,Bordeaux,Google_Ads,4.0,60,Printemps,128.89,113.02,0
481,2024-12-31,Sport,74.57,3,43,F,Bordeaux,Facebook,4.8,158,Printemps,207.49,196.95,1
482,2024-12-31,Mode,100.23,4,47,M,Bordeaux,Facebook,5.0,222,Printemps,440.98,393.1,1
483,2024-12-31,Mode,107.52,1,41,F,Bordeaux,Google_Ads,1.8,66,Printemps,99.94,96.52,0
484,2024-12-31,Maison,104.06,2,57,F,Nantes,Google_Ads,3.8,57,Printemps,200.44,182.82,0
485,2024-12-31,Maison,68.9,2,54,M,Toulouse,Instagram,4.3,84,Printemps,148.28,134.9,0
486,2024-12-31,Livres,31.92,3,40,F,Nantes,Facebook,4.1,114,Printemps,88.94,85.56,0
487,2024-12-31,Électronique,231.72,2,24,M,Toulouse,Facebook,4.9,200,Printemps,460.62,420.91,1
488,2024-12-31,Maison,228.68,3,19,M,Nantes,Email,4.5,65,Printemps,751.31,719.08,1
489,2024-12-31,Maison,172.97,2,30,F,Lille,Instagram,2.7,72,Printemps,328.46,321.32,1
490,2024-12-31,Livres,17.69,2,44,M,Bordeaux,SEO,2.7,129,Printemps,36.82,32.05,0
491,2024-12-31,Électronique,391.37,1,56,F,Marseille,Google_Ads,4.1,163,Printemps,358.5,330.48,0
492,2024-12-31,Sport,43.65,1,40,F,Nantes,Google_Ads,4.9,186,Printemps,44.53,44.16,0
493,2024-12-31,Maison,102.38,2,49,M,Marseille,Instagram,4.0,40,Printemps,198.18,192.59,0
494,2024-12-31,Mode,45.93,1,32,M,Nice,Facebook,2.1,245,Printemps,47.76,47.57,0
495,2024-12-31,Mode,92.19,3,42,F,Paris,SEO,2.6,63,Printemps,272.85,267.13,0
496,2024-12-31,Mode,48.74,1,44,M,Nice,Direct,4.6,307,Printemps,46.78,41.94,1
497,2024-12-31,Maison,155.15,1,18,M,Lyon,SEO,3.4,305,Printemps,156.58,137.3,1
498,2024-12-31,Sport,117.74,2,30,M,Nantes,SEO,3.9,37,Printemps,218.51,192.63,0
499,2024-12-31,Maison,113.65,3,46,F,Marseille,SEO,5.0,156,Printemps,362.38,319.82,1
500,2024-12-31,Maison,66.31,1,38,F,Paris,Instagram,2.5,67,Printemps,69.64,59.98,0
501,2024-12-31,Mode,36.13,2,20,F,Lille,SEO,3.3,91,Printemps,72.91,71.9,0
502,2024-12-31,Électronique,242.78,2,18,F,Lyon,Google_Ads,3.2,151,Printemps,472.66,437.39,1
503,2024-12-31,Électronique,723.91,3,30,M,Toulouse,Email,4.2,52,Printemps,2352.08,2035.0,1
504,2024-12-31,Mode,63.51,3,34,M,Nice,Instagram,4.7,80,Printemps,195.64,188.68,0
505,2024-12-31,Mode,110.14,2,24,F,Bordeaux,Facebook,2.2,117,Printemps,210.8,189.47,1
506,2024-12-31,Électronique,516.42,2,36,F,Nantes,SEO,3.8,116,Printemps,1096.2,943.45,1
507,2024-12-31,Mode,76.67,1,41,F,Nantes,Instagram,4.8,173,Printemps,78.74,69.17,0
508,2024-12-31,Mode,82.51,2,43,F,Bordeaux,Instagram,1.8,58,Printemps,152.7,144.86,0
509,2024-12-31,Mode,102.02,2,18,M,Nice,Instagram,3.7,48,Printemps,188.3,182.48,1
510,2024-12-31,Mode,59.17,1,19,M,Nice,Facebook,2.5,273,Printemps,64.35,57.15,1
